-3.490094387333140844e+02,3.140135371432304510e+02,4.879595616716060249e+02
-3.490042207348021179e+02,3.140123786554811431e+02,4.880025652354881913e+02
-3.489501494058303024e+02,3.141407602675170665e+02,4.882525331583225352e+02
-3.487946248854795499e+02,3.144472197189370490e+02,4.888502972452542963e+02
-3.484997449156372795e+02,3.151663959341312307e+02,4.901463955397843506e+02
-3.479586666572163836e+02,3.164238658512123266e+02,4.924529668990633127e+02
-3.470901978481352330e+02,3.183369783128680410e+02,4.960422612907198072e+02
-3.458369864269311620e+02,3.210267476263508115e+02,5.010152912499258946e+02
-3.441999189537356187e+02,3.243619333504200881e+02,5.073660167241354770e+02
-3.421232983131311585e+02,3.283339229682304676e+02,5.151120479780335017e+02
-3.394457574617155728e+02,3.329719128956799068e+02,5.242898419286036642e+02
-3.362263488535876377e+02,3.381589907448853864e+02,5.348867369193459353e+02
-3.322829277441483100e+02,3.438852316510865990e+02,5.469778499260276021e+02
-3.275734937959325066e+02,3.500801141078814567e+02,5.605268115013867600e+02
-3.219444965154200986e+02,3.566140876163746043e+02,5.755907927167712614e+02
-3.153923853862267492e+02,3.633733040155772187e+02,5.919713349865074861e+02
-3.078851521002096092e+02,3.702265178990015784e+02,6.096495148037570289e+02
-2.994544529473936905e+02,3.768044219950778597e+02,6.280761847004814626e+02
-2.902659324892049426e+02,3.831661687013453843e+02,6.471461600864546426e+02
-2.804143295239254599e+02,3.888642219319388573e+02,6.664102255749068036e+02
-2.700280488423322822e+02,3.939398335630152701e+02,6.855355169074246078e+02
-2.591540347226901986e+02,3.983931527626048137e+02,7.045766449633649700e+02
-2.478621259649589774e+02,4.021902434995110980e+02,7.234608733033991257e+02
-2.360968939939132838e+02,4.053389008345144475e+02,7.422579460754225238e+02
-2.239285130903560344e+02,4.078077427954310679e+02,7.609191898960405069e+02
-2.113823639417416871e+02,4.095674220798284750e+02,7.794516554373559529e+02
-1.985030124845552280e+02,4.105871452001327953e+02,7.978222674881455987e+02
-1.853801156390563563e+02,4.109641723524883332e+02,8.158632700345542617e+02
