-5.060000000000000000e+02 2.050000000000000000e+02 8.280000000000000000e+02
-5.021479494749466994e+02 2.066527049035771313e+02 8.225731613912768125e+02
-4.973506846225841969e+02 2.083317482041269386e+02 8.153588206895179837e+02
-4.917761034010511025e+02 2.100380722356529191e+02 8.066762768070460652e+02
-4.855785753520164008e+02 2.117720488122174913e+02 7.968189439362936355e+02
-4.788994179568540517e+02 2.135335169958879078e+02 7.860552686070898289e+02
-4.718673729928203215e+02 2.153218208646839003e+02 7.746296467439536855e+02
-4.645990828892283844e+02 2.171358472805235920e+02 7.627633407233837488e+02
-4.571995670836238901e+02 2.189740636571699781e+02 7.506553964311460732e+02
-4.497626983779613283e+02 2.208345557281783158e+02 7.384835603195665499e+02
-4.423716792947784597e+02 2.227150653148414392e+02 7.264051964648186868e+02
-4.350995184333730776e+02 2.246130280941376327e+02 7.145582036242161621e+02
-4.280095068259785194e+02 2.265256113666766851e+02 7.030619322935007176e+02
-4.211556942939386090e+02 2.284497518246462562e+02 6.920181017641343715e+02
-4.145833658038840781e+02 2.303821933197590113e+02 6.815117171805873113e+02
-4.083295178239072811e+02 2.323195246311985045e+02 6.716119865976286292e+02
-4.024233346797391846e+02 2.342582172335667110e+02 6.623732380376173978e+02
-3.968866649109234004e+02 2.361946630648297685e+02 6.538358365477912457e+02
-3.917344976269931749e+02 2.381252122942650260e+02 6.460271012575577743e+02
-3.869754388636459908e+02 2.400462110904075530e+02 6.389622224357830191e+02
-3.826121879389201581e+02 2.419540393889966197e+02 6.326451785480829813e+02
-3.786420138093698142e+02 2.438451486609225185e+02 6.270696533141129976e+02
-3.750572314262405484e+02 2.457160996801729596e+02 6.222199527648576804e+02
-3.718456780916454250e+02 2.475636002917798066e+02 6.180719222999214253e+02
-3.689911898147402098e+02 2.493845431797655294e+02 6.145938637448177815e+02
-3.664740776678995076e+02 2.511760436350900250e+02 6.117474524082605285e+02
-3.642716041428918174e+02 2.529354773235969276e+02 6.094886541394525921e+02
-3.623584595070554997e+02 2.546605180539604874e+02 6.077686423853766655e+02
-3.607072381594744570e+02 2.563491755456320220e+02 6.065347152480853765e+02
-3.592889149871534755e+02 2.579998331967863123e+02 6.057312125419907716e+02
-3.580733217211942474e+02 2.596112858522687930e+02 6.053004328511553922e+02
-3.570296232929705411e+02 2.611827775715414077e+02 6.051835505865807363e+02
-3.561267941903045653e+02 2.627140393966298575e+02 6.053215330434992438e+02
-3.553340948136416841e+02 2.642053271200697395e+02 6.056560574586624170e+02
-3.546215478322266677e+02 2.656574590528534827e+02 6.061304280676326925e+02
-3.539604145402793165e+02 2.670718537923766007e+02 6.066904931620719026e+02
-3.533236712131697459e+02 2.684505679903845135e+02 6.072855621470320102e+02
-3.526864854635942947e+02 2.697963341209192549e+02 6.078693225982453896e+02
-3.520266925977510368e+02 2.711125982482658401e+02 6.084007573194148790e+02
-3.513252719715158037e+02 2.724035577948988021e+02 6.088450613995030380e+02
-3.505668233466169568e+02 2.736741993094291274e+02 6.091745592700228826e+02
-3.497400432468120357e+02 2.749303362345505093e+02 6.093696217623280518e+02
-3.488382013140626441e+02 2.761786466749863393e+02 6.094195831649024058e+02
